comparison_type,context,group_label,source_file,instance,scale,solver,method,metric,value
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R205,N10,FullQubo,Coarsened,total_demand_served,124.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R206,N10,FullQubo,Coarsened,total_demand_served,124.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R207,N10,FullQubo,Coarsened,total_demand_served,124.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R208,N10,FullQubo,Coarsened,total_demand_served,124.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R209,N10,FullQubo,Coarsened,total_demand_served,124.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R210,N10,FullQubo,Coarsened,total_demand_served,124.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R211,N10,FullQubo,Coarsened,total_demand_served,124.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC101,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC102,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC103,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC104,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC105,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC106,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC107,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC108,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC201,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC202,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC203,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC204,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC205,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC206,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC207,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC208,N10,FullQubo,Coarsened,total_demand_served,220.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C101,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C102,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C103,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C104,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C105,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C106,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C107,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C108,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C109,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C201,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C202,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C203,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C204,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C205,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C206,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C207,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,C208,N10,FullQubo,Uncoarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R101,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R102,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R103,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R104,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R105,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R106,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R107,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R108,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R109,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R110,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R111,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R112,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R201,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R202,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R203,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R204,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R205,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R206,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R207,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R208,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R209,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R210,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,R211,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC101,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC102,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC103,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC104,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC105,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC106,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC107,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC108,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC201,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC202,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC203,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC204,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC205,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC206,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC207,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Uncoarsened FQS,result_quantum_10customer.json,RC208,N10,FullQubo,Uncoarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C101,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C102,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C103,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C104,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C105,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C106,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C107,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C108,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C109,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C201,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C202,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C203,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C204,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C205,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C206,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C207,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,C208,N10,FullQubo,Coarsened,total_service_time,900.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R101,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R102,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R103,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R104,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R105,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R106,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R107,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R108,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R109,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R110,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R111,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R112,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R201,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R202,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R203,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R204,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R205,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R206,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R207,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R208,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R209,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R210,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,R211,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC101,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC102,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC103,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC104,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC105,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC106,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC107,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC108,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC201,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC202,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC203,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC204,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC205,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC206,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC207,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_10customer | N10 | FQS,Coarsened FQS,result_quantum_10customer.json,RC208,N10,FullQubo,Coarsened,total_service_time,100.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C101,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C102,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C103,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C104,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C105,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C106,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C107,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C108,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C109,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C201,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C202,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C203,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C204,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C205,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C206,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C207,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,C208,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R101,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R102,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R103,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R104,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R105,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R106,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R107,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R108,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R109,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R110,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R111,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R112,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R201,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R202,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R203,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R204,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R205,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R206,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R207,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R208,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R209,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R210,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,R211,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,RC101,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,RC102,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,RC103,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,RC104,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,RC105,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,RC106,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,RC107,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,RC108,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
pairwise,result_quantum_5customer | N5 | APS,Uncoarsened APS,result_quantum_5customer.json,RC201,N5,AveragePartitionSolver,Uncoarsened,time_window_violations,0.0
